"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","target"
4033,2013,8,16,0,171,177,4,23,118,29.1,993.5,25.1,0,"SSW",3,900
14854,2014,11,9,21,78,100,6,71,33,3.2,1021,1.4,0,"W",0,900
14817,2014,11,8,8,63,83,2,37,2,1,1024,-1.1,0,"E",0.9,2000
8143,2014,2,3,6,5,6,5,7,57,-2.3,1021.4,-29.9,0,"WNW",2.8,400
22405,2015,9,20,12,111,183,10,112,36,24.9,1009.3,17.6,0,"SW",2,1700
15776,2014,12,18,7,122,180,110,86,2,-8,1024,-14.2,0,"ESE",1.2,4700
31856,2016,10,18,7,84,84,2,71,3,13.2,1013.8,10,0,"WNW",0.7,1300
16633,2015,1,23,0,210,222,92,138,5,-2,1013,-12.7,0,"ENE",1.2,4000
19228,2015,5,11,3,38,38,2,2,2,8.1,1002.9,7.8,0,"N",0.9,1300
23343,2015,10,29,14,16,46,2,12,64,12.2,1021.4,-11.5,0,"WNW",5,200
32930,2016,12,2,1,151,198,41,95,2,0.6,1028.6,-8.6,0,"ENE",1.1,2000
15810,2014,12,19,17,8,34,2,19,72,2,1024,-19.3,0,"NNW",4.4,200
9739,2014,4,10,18,35,242,32,44,68,16.4,1013.6,-4.3,0,"WNW",0.9,1500
14890,2014,11,11,9,15,55,4,25,29,11.4,1010,-6,0,"NNE",3.2,300
14104,2014,10,9,15,341,341,14,32,145,20.7,1009.4,13.9,0,"SSE",0.8,1800
11664,2014,6,29,23,62,137,14,73,91,25.8,1002.6,18,0,"E",0.6,1400
15896,2014,12,23,7,54,59,34,78,4,-5.9,1022,-12,0,"W",0.7,1600
28469,2016,5,30,4,69,77,7,94,18,18.5,997.2,10.1,0,"NE",1.1,700
23254,2015,10,25,21,50,88,6,76,2,10.8,1020.7,5.3,0.4,"SW",1.6,1200
32431,2016,11,11,6,19,47,3,2,15,2.7,1005.5,-5.2,0,"NW",0.7,300
11794,2014,7,5,9,119,119,2,52,65,28.6,1002,23.5,0,"NE",1.2,900
6444,2013,11,24,11,41,86,34,34,28,9.8,1007.5,-8.8,0,"NW",2.2,700
17889,2015,3,16,8,138,231,27,62,8,6.7,1003.7,-6.3,0,"ENE",0.3,1800
30938,2016,9,10,1,22,65,4,73,2,22.8,1005.6,13.6,0,"NNW",1.4,700
20671,2015,7,10,6,44,89,9,36,38,23.6,1003.9,15.6,0,"NE",0.8,500
4142,2013,8,20,13,81,130,15,28,123,25.9,1000.1,22.8,0,"NNW",1.2,1300
26718,2016,3,18,5,367,367,16,120,9,4.8,1002.4,1.8,0,"N",0.4,3600
31780,2016,10,15,3,153,153,2,63,2,11.7,1019.1,10.9,0,"NNE",0.7,1500
1261,2013,4,22,12,157,184,54,60,50,13.9,1009.1,7,0,"SSW",1.8,1200
32977,2016,12,4,0,538,633,13,142,10,1,1013.5,-0.2,0,"NE",1.6,6700
12387,2014,7,30,2,44,44,2,8,160,23,999.3,22.3,0.2,"E",1.3,600
16901,2015,2,3,4,160,160,14,90,2,-5,1025,-6.8,0,"WNW",0.5,3000
10103,2014,4,25,22,99,231,7,31,64,13.2,1016.1,11.1,2.3,"NNW",2.2,500
18143,2015,3,26,22,74,136,21,41,106,15.5,1022.2,-0.7,0,"SW",4.5,800
12836,2014,8,17,19,32,76,5,39,164,24.7,1004.8,18.4,0,"ESE",0,400
21098,2015,7,28,1,19,19,2,7,77,23.6,995.7,22.4,0.3,"E",1.3,600
11612,2014,6,27,19,13,79,2,17,102,28.1,1002.3,13.6,0,"SW",1,300
8592,2014,2,21,23,233,281,85,95,1,-1.3,1022.1,-4,0,"W",0.9,2500
12259,2014,7,24,18,74,74,15,66,114,28.1,1001.6,18.2,0,"SSW",0.9,1000
4642,2013,9,10,9,111,132,14,82,10,25.7,1009.6,9.9,0,"NNE",4,1400
20369,2015,6,27,16,153,153,2,22,180,28.8,1001.5,20.8,0,"SSW",1.3,1100
21158,2015,7,30,13,38,38,3,19,126,27.4,1001.1,21.7,0,"ESE",1.9,1300
10103,2014,4,25,22,184,246,3,25,87,12.9,1010.9,10.6,2.3,"W",1.5,400
15489,2014,12,6,8,21,34,20,76,3,-2.4,1024,-18.5,0,"NW",1.4,1200
2205,2013,5,31,20,125,196,29,28,173,24.4,997.4,18.1,0,"S",1.2,800
20744,2015,7,13,7,67,67,5,99,76,27.7,994.5,17.5,0,"N",1.8,800
27958,2016,5,8,21,39,119,10,25,118,21.3,1006.4,8.5,0,"SW",3.2,500
8636,2014,2,23,19,214,282,166,102,5,2.5,1020.7,-3.6,0,"NNW",1.1,4500
5339,2013,10,9,10,108,166,12,37,1,15.3,1008.3,12.2,0,"NNE",1.2,2200
3833,2013,8,7,16,18,35,3,29,68,25.2,994.4,20.7,0,"ENE",0.6,500
33416,2016,12,22,7,17,17,5,25,39,2.3,1019.8,-11.6,0,"NW",3.8,400
17122,2015,2,12,9,29,33,25,69,23,3,1014,-12.9,0,"NE",0.9,1500
13039,2014,8,26,6,14,14,2,24,38,20.3,1010.7,12.8,0,"NNE",2.5,300
380,2013,3,16,19,167,202,57,73,107,10,1016.8,2.1,0,"SE",2.1,2399
32667,2016,11,21,2,10,10,4,4,64,0,1022.7,-3.4,0,"NE",5.1,300
14948,2014,11,13,19,42,83,26,80,5,5.8,1019,-12.3,0,"NNE",1.1,1200
4562,2013,9,7,1,123,142,5,88,2,18.5,1008.8,17.7,0,"N",0,1900
32005,2016,10,24,12,68,127,4,64,4,10.5,1014.5,5.9,0,"S",1.8,1000
14486,2014,10,25,13,335,344,15,40,89,19.1,1006.7,11.9,0,"S",1.4,2100
29304,2016,7,3,23,123,123,2,35,99,27.4,1003.1,20.5,0,"SSW",2.1,1300
4406,2013,8,31,13,10,17,6,17,70,30.2,1005.8,11.2,0,"WSW",2.6,400
9454,2014,3,29,21,43,144,8,72,59,14.6,1008.4,7.2,0,"SW",1.5,400
27999,2016,5,10,14,21,66,3,12,170,27.9,1003.3,4.2,0,"SW",2.3,400
32076,2016,10,27,11,29,56,4,26,15,9.6,1019,1.8,0,"NW",1.3,700
11568,2014,6,25,23,128,131,4,48,58,23,998.2,22,0,"WSW",2.3,1000
24219,2015,12,5,2,100,116,30,73,5,-1.7,1021.5,-7,0,"WSW",0.5,2500
12739,2014,8,13,18,20,20,2,28,67,21.4,1004,18.2,0,"E",1.2,600
19555,2015,5,24,18,37,66,15,25,183,31.1,1000.5,9.3,0,"SSW",3.3,500
19975,2015,6,11,6,32,32,2,7,3,16.3,988.9,16,0,"ESE",0.9,600
34476,2017,2,4,11,303,326,59,99,17,4.5,1015,-9.3,0,"E",0.9,3400
28289,2016,5,22,16,45,49,9,15,206,29.3,1010.4,5.4,0,"S",2,700
32479,2016,11,13,6,57,67,4,64,2,7.2,1015.2,3.2,0,"E",0.9,1500
91,2013,3,4,18,17,70,9,51,80,11.6,1016.5,-11.3,0,"SSW",3.4,500
29724,2016,7,21,11,14,14,2,30,34,25.3,997.2,22.6,0,"NNE",1.5,900
26525,2016,3,10,4,9,27,2,10,61,-0.5,1029.4,-22.6,0,"NNW",2.1,400
12518,2014,8,4,13,7,34,2,14,51,22.1,997.5,19.3,0.2,"ESE",2.1,400
5870,2013,10,31,13,98,116,21,82,36,14,1022.2,1.6,0,"ESE",0.8,1300
27338,2016,4,13,1,115,143,5,94,19,11.6,1002,6.1,0,"SE",1.6,900
2100,2013,5,27,11,48,62,18,36,58,21.2,1003.9,15.7,0,"E",2,1100
29677,2016,7,19,12,100,100,2,47,37,23.5,1003.3,21.8,0.3,"NNE",1.6,1300
18587,2015,4,14,10,61,76,8,76,48,17.3,1006.2,0.9,0,"N",1,1000
1270,2013,4,22,21,203,205,52,69,22,13.6,1003.1,6.9,0,"ESE",0.9,1500
15165,2014,11,22,20,70,155,27,93,3,4.9,1019,-10.4,0,"NE",1.1,1400
3170,2013,7,11,1,34,46,8,59,2,21.8,1000.3,21.3,0,"NE",0.5,900
29968,2016,7,31,15,86,86,2,37,99,27.3,1000.8,22.5,0,"E",1.8,1500
16901,2015,2,3,4,151,151,38,108,2,-5,1025,-6.8,0,"WNW",0.5,3200
10763,2014,5,23,10,122,233,58,77,124,31.3,1005,16.5,0,"WSW",3.5,1100
28747,2016,6,10,18,10,10,2,17,113,30,997.4,9.5,0,"NW",3.6,500
12580,2014,8,7,3,94,185,4,71,25,22.5,1001.9,20,0,"ENE",0,900
16103,2014,12,31,22,3,17,2,2,60,-3,1021,-24.1,0,"NW",5.9,300
17238,2015,2,17,5,22,37,19,37,27,3,1011,-10.3,0,"E",1.4,1000
14958,2014,11,14,5,31,51,19,72,2,-1.6,1017,-4.6,0,"ENE",0.7,1500
34677,2017,2,12,20,127,180,36,78,31,4.2,1017.9,-15.1,0,"NNW",0.5,200
27399,2016,4,15,14,92,113,30,70,79,20.6,1005.2,1.4,0,"SSW",2.5,1400
33064,2016,12,7,15,114,175,21,73,28,7.1,1014,-5.6,0,"SSE",1.2,1700
18340,2015,4,4,3,31,31,2,30,60,8.8,1008,1.2,0,"SSE",1.5,500
20114,2015,6,17,1,78,87,3,51,100,23.3,995.4,16.6,0,"SW",0,1100
2069,2013,5,26,4,98,98,45,45,53,20.4,1004.1,17.4,0,"ENE",0.9,1100
8513,2014,2,18,16,82,67,28,111,15,1.5,1022.3,-8.3,0,"SSW",3.6,1000
8239,2014,2,7,6,94,83,22,56,10,-3,1020.8,-4.4,0.7,"E",1.4,1700
4448,2013,9,2,7,39,39,6,72,7,20,1013.4,15.6,0,"E",1.7,1000
14516,2014,10,26,19,12,12,3,18,56,12.9,1025.1,-14,0,"NNE",2.5,200
17740,2015,3,10,3,3,23,3,18,59,-3.7,1032.4,-24,0,"SE",0.4,300
24055,2015,11,28,6,174,190,12,87,3,-2.7,1018.8,-7.2,0,"NNE",0.7,2800
23601,2015,11,9,8,93,93,2,53,2,3.2,1023.8,2.2,0,"E",1.1,1400
19566,2015,5,25,5,81,107,6,19,110,19.7,997,12,0,"NNW",1.7,900
33200,2016,12,13,7,7,7,8,28,47,1.3,1025,-13.2,0,"NE",1.5,400
10799,2014,5,24,22,80,80,2,33,72,19.9,1004.9,18.4,0,"ESE",2.7,800
29681,2016,7,19,16,71,71,2,11,57,24.1,998.8,23.2,1.8,"NNE",0.9,900
32234,2016,11,3,1,177,194,4,91,2,3.5,1018.6,0.4,0,"ENE",1.2,2000
33145,2016,12,11,0,113,149,21,81,2,-3.2,1025.3,-8.1,0,"NE",1.3,2300
25197,2016,1,14,20,90,126,34,122,8,-1.2,1015.1,-17.9,0,"W",1.9,2100
34752,2017,2,15,23,276,276,66,165,2,1.7,1009.7,-5,0,"ENE",0.6,4000
9006,2014,3,11,5,195,207,10,53,3,0.7,1013.6,-4.3,0,"N",1.7,1000
22529,2015,9,25,16,3,6,2,28,81,25.5,1006.2,-2.2,0,"NNW",2.6,200
21924,2015,8,31,11,30,34,5,20,53,21.1,1004.8,16.7,0,"E",2.2,800
1655,2013,5,8,22,80,101,17,42,98,19,1009.3,9.2,0,"WSW",3.1,1100
906,2013,4,7,17,162,118,68,53,73,13.3,996.4,0.3,0,"E",1.7,1100
33807,2017,1,7,14,162,162,15,67,178,1.7,1019.1,0.2,0.1,"NE",1.2,100
18536,2015,4,12,7,11,11,2,3,86,6.7,1014.9,-6.3,0,"NW",4.4,200
1057,2013,4,14,0,17,35,6,28,112,11.5,1009,-12.8,0,"NE",2.4,200
17883,2015,3,16,2,88,212,45,51,2,9,1009.5,-5.7,0,"SE",2.1,1200
22740,2015,10,4,11,75,118,16,69,32,19.7,1020,12,0,"E",1.1,1300
1939,2013,5,20,18,46,247,18,41,157,24.8,988.6,1,0,"SSW",2.4,400
14547,2014,10,28,2,51,51,3,40,3,3.3,1019.9,-0.3,0,"NW",1.3,900
26685,2016,3,16,20,245,298,29,94,76,12.9,1005.7,0.3,0,"ENE",1.4,2000
3098,2013,7,8,1,218,265,16,15,149,24.2,997.6,23.3,27.3,"SSW",2.2,1500
4113,2013,8,19,8,10,10,3,38,34,28.7,1005.5,13.8,0,"NE",2.2,400
10295,2014,5,3,22,47,126,2,18,81,12.5,1012,-5.5,0,"NNW",5.4,300
9929,2014,4,18,16,242,141,12,43,139,20.2,1008.6,8.8,0,"ESE",2.6,1300
9291,2014,3,23,2,77,129,42,51,63,6.5,1019.6,0.8,0,"NNE",1,1100
19747,2015,6,1,18,112,164,16,38,219,30.8,996.7,18.5,0,"SE",1.8,1200
17902,2015,3,16,21,312,313,22,105,6,9.1,1009.1,4.7,0,"E",1.3,2500
31553,2016,10,5,16,81,81,4,31,73,20.1,1013.9,13.8,0,"ESE",1.7,1100
23771,2015,11,16,10,30,30,15,44,10,7,1017.4,1.9,0,"ESE",1.3,1600
12863,2014,8,18,22,63,63,8,40,139,24.7,1005.3,17.9,0,"SW",2.4,1300
10499,2014,5,12,10,13,31,16,27,93,28.1,994.6,3.7,0,"W",2.2,400
24466,2015,12,15,9,7,10,5,24,50,0.6,1022.3,-13.9,0,"NW",4.5,300
31645,2016,10,9,12,51,65,2,86,4,13.9,1019.8,4.2,0,"SSE",1.1,1100
21467,2015,8,12,10,74,78,2,38,160,30.9,1003.2,22.8,0,"SE",0.9,1200
8223,2014,2,6,14,124,110,106,102,16,1.5,1023.3,-12,0,"W",0.6,2000
13602,2014,9,18,17,41,58,2,27,147,24.7,1010.6,9.8,0,"SW",1.9,400
17132,2015,2,12,19,47,47,14,31,81,4,1012,-15.3,0,"SSW",2,600
32774,2016,11,25,13,100,160,29,103,7,4.3,1020.5,-9.8,0,"SSE",0.9,2000
23116,2015,10,20,3,92,92,4,72,2,10.1,1010.9,9,0,"NE",0.7,1400
27433,2016,4,17,0,15,78,2,24,70,13.9,1008.2,-6.9,0,"NW",3.8,300
19834,2015,6,5,9,27,32,10,49,62,22.7,993.2,12.3,0,"ENE",1.6,600
13213,2014,9,2,12,28,28,2,30,66,21.2,1005.9,20,4.5,"NE",1.2,1100
30020,2016,8,2,19,36,46,2,21,149,32.1,1004,21.9,0,"SSE",1.6,800
22906,2015,10,11,9,6,31,9,8,75,16.9,1009.1,0.5,0,"WNW",4.2,400
10466,2014,5,11,1,39,66,2,26,41,11,1004.9,8.9,1.3,"N",1.6,900
17429,2015,2,25,4,226,253,26,76,9,0.9,1011.8,-2,0,"N",0.6,2400
14358,2014,10,20,5,253,253,2,45,2,11.9,1007.1,10.6,0,"N",1,1400
20653,2015,7,9,12,78,78,17,26,178,30.4,1009.1,16,0,"SE",2.6,800
26152,2016,2,23,15,11,18,5,5,91,2.4,1033.3,-24.2,0,"N",3.8,300
30500,2016,8,22,19,38,90,4,28,138,28.8,1000.7,21.3,0,"ESE",2,700
7431,2014,1,4,14,151,182,72,78,10,2.4,1016.7,-5,0,"SSE",0.6,2200
4668,2013,9,11,11,83,139,15,10,77,25.2,1011.9,16.6,0,"S",1,1900
14288,2014,10,17,7,53,127,7,77,2,9.4,1011.5,6.3,0,"NNE",0.9,800
33476,2016,12,24,19,150,171,15,98,2,-3.1,1020.9,-8.8,0,"SSW",0.8,2300
32136,2016,10,29,23,49,81,4,65,2,8.1,1022.4,-3.4,0,"SSW",2.7,700
9576,2014,4,3,23,45,168,14,89,2,9.3,1018.6,-5.8,0,"SSE",2.2,600
23437,2015,11,2,12,50,57,17,65,27,17.5,1017.3,-1.2,0,"WNW",1.4,900
23601,2015,11,9,8,95,95,2,44,2,4.6,1020.1,2.6,0,"SW",1,1200
18320,2015,4,3,7,22,22,2,48,44,8.3,1008.1,1.7,0,"ENE",1.2,600
11264,2014,6,13,7,28,54,2,17,38,23.7,1000,17.2,0,"WSW",1.1,500
19480,2015,5,21,15,44,70,5,26,179,29.2,999.8,5.3,0,"SSE",3.5,400
3271,2013,7,15,6,40,3,3,19,39,23.2,994,22.7,4.4,"WSW",0.6,800
2853,2013,6,27,20,94,165,13,60,183,26.6,992.1,19.5,0,"WNW",0.7,1700
4606,2013,9,8,21,98,85,12,42,73,19.4,1010.2,17.9,0,"NE",1.6,1900
19683,2015,5,30,2,59,75,2,70,7,19.9,1003.6,15.9,0,"NE",0.9,900
754,2013,4,1,9,17,69,8,20,60,11.9,1010,-2.7,0,"N",4.8,400
31953,2016,10,22,8,10,10,2,19,15,12.6,1019.3,6,0,"ENE",3,500
24744,2015,12,26,23,44,44,19,47,17,-3.8,1032.9,-10.4,0,"SSE",1.4,700
14779,2014,11,6,18,3,5,2,33,40,6,1025,-8,0,"NNE",0.9,400
9805,2014,4,13,12,188,220,37,141,46,22.2,1011.4,7.6,0,"SSW",2.2,1600
18051,2015,3,23,2,44,139,14,64,15,2.3,1025.9,-7.9,0,"SE",1.2,800
12760,2014,8,14,15,37,47,5,26,225,29.9,1001.3,17.4,0,"SW",2.7,700
30569,2016,8,25,16,3,6,2,10,64,29.1,1007.2,8.7,0,"E",1.4,200
30972,2016,9,11,11,35,39,2,22,88,24,1006.7,15.5,0,"E",2.6,700
25071,2016,1,9,14,32,32,21,17,59,5.3,1013.4,-14.8,0,"SW",1.5,600
3352,2013,7,18,15,171,147,12.2808,62.2059,112,28.2,997.9,22.2,0,"SW",2,1500
33657,2017,1,1,8,393,495,7,103,10,-4.8,1022.3,-5.6,0,"E",0.9,6500
11259,2014,6,13,2,77,154,11,68,39,22.5,1001,17.4,0,"NE",0.5,1400
15081,2014,11,19,8,66,97,7,62,2,1.9,1008,-4.6,0,"ENE",1.1,1500
32899,2016,11,30,18,6,48,3,18,75,9.9,1019.3,-10.9,0,"WNW",4.2,200
24824,2015,12,30,7,12,12,9,42,20,-4.4,1024.9,-7,0,"NNW",1.2,500
11871,2014,7,8,14,15,27,4,11,134,33.7,995.7,10.3,0,"NE",1.5,200
6440,2013,11,24,7,38,55,23,43,2,9.5,1011.5,-6.8,0,"N",1.7,800
25341,2016,1,20,20,153,188,49,80,2,-7.8,1024.6,-15.1,0,"NW",1.9,3700
9396,2014,3,27,11,341,391,115,107,21,15.2,1010.4,5.7,0,"SE",2.8,5700
31684,2016,10,11,3,125,125,2,89,5,8.7,1013.9,7.5,0,"ENE",0.9,1100
20304,2015,6,24,23,82,88,6,69,63,23.4,1000.3,17.8,0,"ENE",1.3,700
15374,2014,12,1,13,7,10,7,10,61,-0.5,1022,-23.3,0,"SW",2.1,400
32175,2016,10,31,14,8,26,4,4,60,5.9,1026.5,-17.4,0,"WNW",4.8,300
20440,2015,6,30,15,11,11,2,12,110,26.4,996.7,11.3,0,"SW",3.2,100
7690,2014,1,15,9,173,223,80,109,7,-1.6,1023.8,-14.8,0,"SSW",1.3,6500
6240,2013,11,15,23,93,153,23,88,2.5704,4.3,1006.2,-5.5,0,"WNW",0.8,1500
14947,2014,11,13,18,29,81,5,49,40,8.2,1013,-11.7,0,"WNW",1.1,600
21640,2015,8,19,15,32,39,5,14,186,27.8,1000.8,17,0,"SE",1.6,600
12529,2014,8,5,0,12,15,2,34,5,20.1,1002.6,18.4,0,"ENE",0.9,500
27344,2016,4,13,7,150,153,5,95,2,8.9,1000.8,7.8,0,"E",1,1500
25209,2016,1,15,8,93,126,32,90,3,-8.5,1014.6,-15.1,0,"ESE",1,3400
23241,2015,10,25,8,21,42,9,57,10,10.5,1026.3,-2.6,0,"SE",1.2,600
11993,2014,7,13,16,28,66,12,29,131,24.8,995.1,21.9,2.3,"WSW",1.1,300
30720,2016,8,31,23,6,18,2,48,44,27.7,991.2,-2.2,0,"NW",1.1,500
13271,2014,9,4,22,25,65,2,16,101,22.8,997,14.9,0,"NNW",1.9,400
14068,2014,10,8,3,179,209,9,141,2,12.8,1013.7,11.2,0,"ENE",1.1,1300
24895,2016,1,2,6,126,126,15,70,2,-4.6,1010.8,-8.2,0,"NNW",1.3,4400
12328,2014,7,27,15,91,113,27,14,274,35.4,1001.4,16.7,0,"SW",3.6,1100
16016,2014,12,28,7,55,65,48,30,35,2.8,1021,-13.1,0,"ENE",1.4,900
13906,2014,10,1,9,62,114,7,66,3,14.2,1010.6,5.8,0,"WNW",0.6,900
21731,2015,8,23,10,11,14,2,18,80,24.4,1005.9,18.8,0,"ENE",2,500
31483,2016,10,2,18,152,167,3,76,126,20.9,1001.2,13.3,0,"NE",0.6,1300
33849,2017,1,9,8,15,15,6,52,21,-1.55,1018,-14.3,0,"NE",2.7,100
3119,2013,7,8,22,157,108,6,48,39,24.9,997.8,24.6,0,"WSW",0.9,1200
9753,2014,4,11,8,43,52,9,34,76,13,1017.3,-0.3,0,"NNE",1.1,600
19769,2015,6,2,16,3,48,2,9,112,33.5,999.8,-3.7,0,"NE",1.8,100
11063,2014,6,4,22,51,105,8,54,90,24,1001.1,17,0,"NNE",0.5,800
8338,2014,2,11,9,72,70,75,71,2,-6.5,1025.7,-15.7,0,"N",1,2000
18430,2015,4,7,21,33,63,3,33,68,7.1,1018.8,-9.3,0,"NW",1.4,400
8606,2014,2,22,13,286,286,134,97,9,4.6,1019.9,-3.9,0,"W",0.8,3000
9120,2014,3,15,23,117,170,28,59,41,10.7,1005.6,-4.2,0,"W",1.6,1200
11033,2014,6,3,16,21,32,2,11,200,31.6,996.8,10.9,0,"S",3.2,200
7547,2014,1,9,10,11,13,10,22,63,-1,1025.2,-25.2,0,"W",3.1,700
26761,2016,3,20,0,40,98,7,47,36,9,1015.7,-3.9,0,"ENE",1.2,700
4874,2013,9,20,1,92,105,2,79,1,19.5,1010.8,19.3,0,"NW",0.9,1800
22012,2015,9,4,3,34,43,3,15,66,23.1,1005.2,18.2,0,"NNE",0.8,400
22155,2015,9,10,2,7,7,2,14,36,19.3,1018.1,12.6,0,"ENE",0.8,400
32349,2016,11,7,20,6,21,2,45,18,8.3,1029.4,-7.5,0,"N",2.2,500
2128,2013,5,28,15,58,85,3,64,34,22.5,1001.4,16.8,0,"SW",4.2,1000
32540,2016,11,15,19,67,112,14,88,2,5.2,1013.5,-7.7,0,"ENE",0.9,1800
29531,2016,7,13,10,23,23,2,23,87,30.3,1000.9,19.7,0,"NE",2.1,400
13442,2014,9,12,1,126,126,2,69,28,20,1008.8,20,0.1,"ENE",0,1300
24626,2015,12,22,1,214,214,10,69,4,-3.5,1025.7,-6,0,"N",0.2,3000
11758,2014,7,3,21,200,200,2,25,91,23.8,993.1,22.4,0,"WNW",0.8,1300
33406,2016,12,21,21,422,486,7,162,2,0.9,1015,-3.2,0,"E",1.2,8300
14394,2014,10,21,17,23,113,17,64,22,10,1014.6,2.8,0,"NW",0.8,1000
15667,2014,12,13,18,85,151,45,64,13,0.9,1019,-17,0,"W",1.1,1900
26398,2016,3,4,21,469,469,31,123,7,6.6,1016.4,-0.4,0,"NNE",1.4,5900
13306,2014,9,6,9,149,149,11,52,50,25.1,1007,21.2,0,"ENE",0.9,1800
31784,2016,10,15,7,182,182,3,85,2,11.1,1018.8,10.6,0,"NE",0.5,1800
23542,2015,11,6,21,14,14,2,42,19,2.1,1024.6,0.8,0,"ENE",1.4,600
10583,2014,5,15,22,121,252,4,23,100,22.9,992.1,3.9,0,"E",1.1,200
25988,2016,2,16,19,3,12,2,5,2,5,1014.6,-13.4,0,"NW",4.9,100
3658,2013,7,31,9,14,41,3,12,75,27.7,991.5,20.8,0,"ESE",2.6,400
5274,2013,10,6,17,230,113,48,68,94,18.5,1016.4,16.5,0,"N",1,2100
16519,2015,1,18,6,118,130,61,100,7,-1,1011,-12.9,0,"W",1.4,2400
7029,2013,12,18,20,58,57,19,47,16,-6.2,1020.5,-17.3,0,"ENE",1.1,1500
7234,2013,12,27,9,17,19,29,60,11,-1.4,1028.6,-19.4,0,"NNW",2.5,900
12840,2014,8,17,23,71,71,13,54,101,23.9,1007.5,19.8,0,"ESE",1,1300
19895,2015,6,7,22,30,30,2,48,52,20.3,1003.9,9.2,0,"NW",1.8,600
10993,2014,6,2,0,40,40,2,26,82,18.3,1006.2,17.8,0,"ENE",0,400
34604,2017,2,9,19,5,16,2,7,100,-1.8,1018.1,-20.8,0,"WNW",3.5,300
7778,2014,1,19,1,136,151,99,105,2,-3.3,1025.5,-8.2,0,"NE",0.9,4100
17958,2015,3,19,5,75,130,13,80,17,3.7,1011.9,-7.2,0,"WNW",0.6,1000
26961,2016,3,28,8,94,189,18,102,7,10.3,1008.1,-4.5,0,"NE",1.1,1300
26150,2016,2,23,13,7,10,4,7,86,1.2,1034.7,-22.7,0,"N",4,300
1288,2013,4,23,15,211,250,46,83,37,16.2,1005.6,8.7,0,"E",2.9,1600
34447,2017,2,3,6,52,52,20,39,26,-4.9,1021.9,-16.8,0,"N",1.1,1700
25694,2016,2,4,13,14,14,2,11,76,2.6,1026.6,-18.8,0,"N",2.1,300
128,2013,3,6,7,160,164,112,130,94,5.3,1011,-6,0,"NE",0.9,2899
27379,2016,4,14,18,51,136,5,26,117,21,1009.2,-0.9,0,"S",3.6,600
31912,2016,10,20,15,44,85,8,45,11,14.2,1017.2,4.7,0,"NW",0.1,1300
18221,2015,3,30,4,108,322,27,43,78,14,1004.9,3.7,0,"ESE",1.7,900
1611,2013,5,7,2,182,251,7,130,2,17.4,1011.6,13.3,0,"W",0.8,1600
14204,2014,10,13,19,17,79,3,57,31,10.9,1019.3,-2.9,0,"WSW",1.4,500
10071,2014,4,24,14,130,137,36,39,102,24.1,1009,12.1,0,"S",2.8,1000
4184,2013,8,22,7,139,146,1,77,3,24.2,1005.2,21.1,0,"N",2.3,1300
12182,2014,7,21,13,15,15,12,18,100,34.1,994.1,19.4,0,"NE",1.2,500
26184,2016,2,24,23,12,31,2,18,58,0.7,1031.4,-18.6,0,"NW",1.5,300
23883,2015,11,21,2,30,30,9,58,3,1.1,1025.5,0.7,0,"NE",0.2,2600
21204,2015,8,1,11,90,90,4,19,81,26.9,1003.6,21.6,0,"SSE",1.3,1400
14829,2014,11,8,20,83,134,6,61,32,8,1024,0.7,0,"W",2,1300
34547,2017,2,7,10,80,86,36,49,25,0.7,1028.4,-9.3,0,"E",1.2,100
15216,2014,11,24,23,113,161,22,97,3,3.8,1024,-3,0,"SW",0.8,2500
15682,2014,12,14,9,43,71,40,71,9,-2,1024,-15.1,0,"ESE",0.8,1400
32255,2016,11,3,22,270,381,16,90,6,4.3,1010.6,3.4,0,"NE",0.4,3900
12175,2014,7,21,6,63,63,6,30,44,26.9,997.9,20.5,0,"NNW",2.1,700
20710,2015,7,11,21,71,90,6,31,136,29.3,1000.9,17.8,0,"SSE",0.4,800
12067,2014,7,16,18,165,184,6,36,257,21.1,995.4,19.4,14.5,"W",1.5,1400
19928,2015,6,9,7,21,38,4,26,55,21.8,999.1,12.1,0,"N",1.2,500
25874,2016,2,12,1,145,145,20,46,2,-0.4,1007.6,-3.8,0,"NW",0.6,2600
23685,2015,11,12,20,127,127,2,76,2,7,1018.9,5.3,0,"ENE",1.3,2800
1401,2013,4,28,8,71,103,76,63,74,15.2,1006.6,4,0,"SE",2.2,2100
4350,2013,8,29,5,33,33,12,21,29,24.4,996.3,9.5,0,"WNW",3.3,900
21787,2015,8,25,18,13,26,2,6,93,29.2,999.3,17.1,0,"NNW",1.3,100
17086,2015,2,10,21,180,193,61,139,2,3,1010,-12.9,0,"ESE",1,2200
17771,2015,3,11,10,25,25,10,34,54,5.4,1022,-21.8,0,"ENE",2.1,500
10316,2014,5,4,19,25,42,2,12,71,14.4,1014.1,-10.4,0,"ENE",1,200
1678,2013,5,9,21,70,75,3,42,53,15.4,999.5,11.4,0,"NE",1.1,600
15617,2014,12,11,16,35,67,16,56,29,2.4,1026,-16.2,0,"SSW",2.4,800
3126,2013,7,9,5,151,64,5,78,12,24.8,999.2,24.5,0.2,"ESE",0.9,1399
17462,2015,2,26,13,18,18,4,15,69,3,1021.3,-22,0,"NW",4.9,300
27325,2016,4,12,12,90,90,12,46,48,10.9,1003.7,5.2,0,"ENE",1.7,900
